HGNC,Ensembl_ID,GSM5584042,GSM5584043,GSM5584044,GSM5584045,GSM5584046,GSM5584047,GSM5584048,GSM5584049,GSM5584050,GSM5584051,GSM5584052
LIX1L-AS1,ENSG00000234222,0,0,1,0,0,0,0,0,0,0,0
AC003988.1,ENSG00000234223,0,0,0,0,0,0,22,0,0,0,0
TMEM229A,ENSG00000234224,0,0,0,0,0,0,88,0,0,0,0
AC244394.2,ENSG00000234225,0,0,0,0,0,0,0,0,0,0,0
NDUFS5P2,ENSG00000234226,0,0,0,0,0,0,0,0,0,0,0
RPL7L1P1,ENSG00000234227,0,0,0,0,0,0,1,0,0,0,1
NCLP2,ENSG00000234228,0,0,54,0,0,0,0,0,0,0,0
LINC01505,ENSG00000234229,0,0,0,0,0,0,0,0,0,0,0
ZFX-AS1,ENSG00000234230,0,0,0,0,0,0,0,0,0,0,0
AC093616.1,ENSG00000234231,0,0,0,0,0,0,0,0,0,0,1
AC243772.3,ENSG00000234232,0,0,0,0,0,0,0,0,0,0,0
KCNH1-IT1,ENSG00000234233,0,0,0,0,0,0,0,0,0,0,0
MTCO2P8,ENSG00000234234,0,0,0,0,0,0,0,0,0,0,0
BOK-AS1,ENSG00000234235,0,0,0,0,0,0,0,0,0,0,0
AC022498.1,ENSG00000234238,0,0,0,0,0,0,0,0,0,0,0
CFL1P8,ENSG00000234239,0,0,0,0,0,0,0,0,0,0,0
AL109618.1,ENSG00000234241,0,0,1,0,1,0,1,0,0,0,0
AL512641.1,ENSG00000234244,0,0,0,0,0,0,0,0,0,0,0
AC096537.2,ENSG00000234247,0,0,0,0,0,0,0,0,0,0,0
AL392086.1,ENSG00000234248,0,0,0,0,0,0,0,0,0,0,0
RPL7P13,ENSG00000234253,0,3,3,2,6,2,2,4,0,6,3
AC012370.2,ENSG00000234255,0,0,0,0,0,0,0,0,0,0,0
PTCD2P2,ENSG00000234256,0,0,0,0,0,0,0,0,0,0,0
SOD2P1,ENSG00000234257,0,0,0,0,0,0,0,0,0,0,0
AC008550.1,ENSG00000234259,0,0,0,0,0,0,0,0,0,0,0
AL138720.1,ENSG00000234261,0,0,0,0,0,0,0,0,0,1,0
AL356867.1,ENSG00000234262,0,0,0,0,0,0,0,0,0,0,0
AL024508.1,ENSG00000234263,0,0,0,0,0,0,0,0,0,0,0
DEPDC1-AS1,ENSG00000234264,0,0,0,0,0,0,0,0,0,0,0
LINC01723,ENSG00000234265,0,0,0,0,0,0,0,0,0,0,0
TULP3P1,ENSG00000234267,0,0,0,0,0,0,0,0,0,0,0
AP000936.3,ENSG00000234268,0,0,1,3,1,18,1,4,3,3,1
AL365396.1,ENSG00000234269,0,0,0,0,0,0,0,0,0,0,0
RPL36P20,ENSG00000234270,0,0,0,0,0,0,0,0,1,0,0
Z98752.2,ENSG00000234271,1,0,0,372,0,0,0,0,0,456,105
RPL30P2,ENSG00000234272,0,0,0,0,0,0,0,0,0,0,56
AC073071.1,ENSG00000234273,0,0,0,0,0,0,0,0,0,0,0
COX7BP2,ENSG00000234274,0,0,0,1,0,1,11,0,0,0,25
AC017053.1,ENSG00000234275,0,0,0,0,0,0,0,0,0,0,0
SDR42E1P3,ENSG00000234276,0,0,0,0,0,0,0,0,0,0,0
LINC01641,ENSG00000234277,0,0,0,0,0,0,0,0,0,0,0
PRR20E,ENSG00000234278,0,0,0,0,0,0,0,0,0,0,0
LINC01937,ENSG00000234279,0,0,0,0,0,0,0,0,0,0,0
LANCL1-AS1,ENSG00000234281,0,0,0,0,0,0,124,0,0,0,0
AL109809.2,ENSG00000234282,0,0,0,0,0,0,0,0,0,0,0
LINC01731,ENSG00000234283,0,0,0,0,0,0,0,0,0,0,0
ZNF879,ENSG00000234284,0,1,0,1214,1,0,0,480,554,0,0
GAPDHP49,ENSG00000234285,34,149,1,0,468,0,171,0,2,0,106
AC006026.3,ENSG00000234286,0,0,0,0,0,0,0,0,0,0,0
AC099560.2,ENSG00000234287,3,4,3,2,9,4,11,4,4,14,0
OR1AA1P,ENSG00000234288,0,0,0,0,0,0,0,0,0,0,0
H2BFS,ENSG00000234289,0,0,0,0,0,0,0,0,0,0,0
AC116366.1,ENSG00000234290,86,1,0,0,809,0,439,0,1,845,0
AC123595.1,ENSG00000234292,0,42,0,0,0,0,0,0,0,0,0
BACH1-IT3,ENSG00000234293,0,0,0,0,0,0,0,68,0,0,0
AL390961.1,ENSG00000234296,0,0,0,0,0,0,0,0,0,0,0
AL592293.2,ENSG00000234297,0,0,0,0,0,0,0,0,0,0,0
LINC00229,ENSG00000234300,0,0,0,0,0,0,0,0,0,0,0
CLYBL-AS1,ENSG00000234303,0,0,0,0,0,0,0,0,0,0,0
SGO1P2,ENSG00000234304,0,0,0,0,0,0,0,0,0,0,0
AL583859.1,ENSG00000234306,0,0,0,0,0,0,0,0,0,0,0
LINC01878,ENSG00000234308,0,0,0,0,0,0,0,0,0,0,0
SLC25A18P1,ENSG00000234309,0,0,0,0,0,0,0,0,0,0,0
AL451069.3,ENSG00000234311,0,0,0,0,0,0,0,0,0,406,1
SAPCD2P4,ENSG00000234312,0,0,0,0,0,0,0,0,0,0,0
OSTCP5,ENSG00000234315,0,1,0,0,0,1,0,0,0,0,0
AC099794.1,ENSG00000234318,0,0,0,0,0,0,0,0,0,0,0
RPS12P2,ENSG00000234319,0,0,0,0,0,0,5,0,0,0,0
ST13P18,ENSG00000234322,0,0,0,1,0,1,2,0,0,0,0
LINC01505,ENSG00000234323,1,0,0,0,0,0,0,0,0,34,0
RPL9P2,ENSG00000234324,0,1,0,0,0,0,1,44,0,0,0
MRPS10P2,ENSG00000234325,0,0,0,0,0,0,0,0,0,0,0
AC012146.1,ENSG00000234327,2,0,0,0,0,0,39,0,0,0,3
AL604028.2,ENSG00000234329,0,0,0,0,0,0,0,0,0,0,0
BCAS2P2,ENSG00000234332,0,1,0,3,2,1,1,3,0,111,1
CYCSP53,ENSG00000234333,0,0,0,0,0,0,0,0,0,0,0
RPS4XP11,ENSG00000234335,0,1,0,1,3,1,2,1,1,7,0
JAZF1-AS1,ENSG00000234336,0,1,2,0,1,0,42,0,0,0,0
AC026462.1,ENSG00000234337,8,1,0,6,3,4,3,0,1,0,0
AC073349.2,ENSG00000234338,0,0,0,0,0,0,0,0,0,0,0
AP000705.2,ENSG00000234340,0,0,0,0,0,0,0,0,0,0,0
AC234782.3,ENSG00000234345,0,0,0,0,0,0,0,0,0,0,0
GLUD1P9,ENSG00000234349,0,0,0,0,0,0,0,0,0,0,0
AC007405.1,ENSG00000234350,0,0,0,0,0,0,0,0,0,53,0
AC009264.1,ENSG00000234352,0,0,0,0,0,0,2,0,0,0,0
AP000346.2,ENSG00000234353,0,0,0,0,0,0,0,0,0,0,0
RPS26P47,ENSG00000234354,0,0,0,0,0,0,0,0,1,0,0
FTH1P27,ENSG00000234355,0,0,0,0,0,0,0,0,0,0,0
AC009945.1,ENSG00000234356,1,0,1,0,0,1,0,1,2,0,0
AC003080.1,ENSG00000234358,0,0,1,0,0,0,0,0,0,0,0
ELK1P1,ENSG00000234359,0,0,0,0,0,0,0,0,0,0,0
AL135790.2,ENSG00000234360,0,0,0,0,0,0,0,0,0,0,0
AL391863.2,ENSG00000234361,0,0,0,0,0,0,0,0,0,0,0
LINC01914,ENSG00000234362,0,0,1,0,0,0,0,0,0,0,0
PPIAP27,ENSG00000234363,0,0,0,0,0,0,0,0,0,0,0
PFN1P3,ENSG00000234367,0,0,0,0,0,0,0,0,0,0,0
TATDN1P1,ENSG00000234369,5,0,4,0,2,0,6,4,1,5,1
RPSAP31,ENSG00000234371,0,0,0,0,0,0,0,0,0,0,1
SNX18P7,ENSG00000234373,0,0,0,2,0,0,0,0,0,0,0
UBTFL2,ENSG00000234376,0,0,0,0,0,0,0,0,0,0,0
RNF219-AS1,ENSG00000234377,0,0,0,0,0,0,0,0,0,419,0
AC098828.3,ENSG00000234378,0,0,0,0,0,0,0,0,0,0,0
HMGB1P48,ENSG00000234379,0,0,0,0,0,0,0,0,0,0,0
LINC01426,ENSG00000234380,0,443,0,1,0,0,0,0,0,0,0
MED15P7,ENSG00000234381,0,0,0,0,0,0,0,0,0,0,0
AL513174.1,ENSG00000234382,0,0,0,0,0,0,0,0,0,0,0
CTBP2P8,ENSG00000234383,0,0,0,0,0,0,325,0,0,0,0
LINC01049,ENSG00000234384,0,0,0,0,0,0,0,0,0,0,0
RCC2P1,ENSG00000234385,0,0,0,0,0,0,0,0,0,0,0
OR7E162P,ENSG00000234386,0,0,0,0,0,0,0,0,0,0,0
AC073188.5,ENSG00000234387,0,0,0,0,0,0,0,0,0,0,0
TXNP3,ENSG00000234388,0,0,0,0,0,0,0,0,0,0,0
AC007278.1,ENSG00000234389,0,0,0,0,0,0,0,0,0,0,0
USP27X-AS1,ENSG00000234390,0,0,0,0,1,0,0,261,0,0,0
AL606490.6,ENSG00000234391,0,0,0,0,0,0,0,0,0,0,0
AL592546.1,ENSG00000234393,0,0,0,0,0,0,0,0,0,0,0
AL353608.3,ENSG00000234394,0,0,0,0,0,0,0,0,0,0,0
AL590822.1,ENSG00000234396,0,0,0,0,0,0,0,0,0,0,0
PPIAP34,ENSG00000234397,0,0,0,0,3,2,0,0,0,1,0
AC134915.1,ENSG00000234398,0,0,0,0,0,2,0,0,0,0,0
RBMY2XP,ENSG00000234399,0,0,0,0,0,0,0,0,0,0,0
ELK2BP,ENSG00000234402,0,0,0,0,0,0,0,0,0,0,0
SPRYD7P1,ENSG00000234404,0,0,0,0,0,0,0,0,0,0,0
Z69733.1,ENSG00000234405,0,0,0,0,0,0,0,11,0,0,0
AC004129.2,ENSG00000234406,0,0,0,0,0,0,0,0,0,0,0
CCDC188,ENSG00000234409,1,0,0,0,0,0,0,0,0,1,0
AC245102.1,ENSG00000234413,0,0,0,0,0,0,0,0,0,0,0
RBMY1A1,ENSG00000234414,0,0,0,0,0,0,0,0,0,0,0
RPL5P7,ENSG00000234415,0,0,0,0,0,0,0,0,0,0,0
AC015983.2,ENSG00000234418,0,0,0,0,0,0,43,0,0,0,0
CICP13,ENSG00000234419,0,0,0,0,0,0,0,0,0,1,0
ZNF37BP,ENSG00000234420,1,0,166,1020,33,8,13,4,30,800,136
SLC25A5P4,ENSG00000234421,0,0,0,0,0,0,0,0,0,0,0
UBE2WP1,ENSG00000234422,26,0,0,0,0,0,0,0,0,0,0
LINC01250,ENSG00000234423,0,0,0,0,0,0,0,0,0,0,0
AL353743.4,ENSG00000234424,0,0,0,0,0,0,0,0,0,0,0
AL138930.1,ENSG00000234425,0,0,0,0,0,0,0,0,0,1,0
AL139042.1,ENSG00000234426,0,0,0,0,0,0,25,0,0,0,0
AL022724.1,ENSG00000234427,0,0,0,0,0,0,0,0,0,0,0
AC023051.1,ENSG00000234428,0,72,41,8,8,0,10,34,80,139,33
AC105342.1,ENSG00000234429,0,0,0,0,0,0,0,0,0,0,1
AC007283.1,ENSG00000234431,0,0,0,0,0,0,0,0,0,0,0
AC092171.3,ENSG00000234432,0,0,69,0,0,0,0,0,0,0,0
LINC01432,ENSG00000234435,0,0,0,0,0,0,0,0,0,0,0
AC245884.2,ENSG00000234436,0,0,0,0,0,0,0,0,0,0,0
KBTBD13,ENSG00000234438,0,0,0,0,0,0,0,0,0,0,0
KRT18P2,ENSG00000234439,0,0,0,0,0,0,0,0,0,0,0
AC105272.1,ENSG00000234441,0,0,0,0,0,0,0,0,0,0,0
BX276092.5,ENSG00000234442,0,0,0,0,0,0,0,0,0,0,0
ZNF736,ENSG00000234444,534,2,1,1,507,331,417,601,26,18,0
FGF14-AS1,ENSG00000234445,0,0,0,0,0,0,0,0,0,0,0
AC068489.1,ENSG00000234446,0,0,0,0,0,0,0,0,0,0,0
AL606490.7,ENSG00000234448,0,0,0,0,0,0,0,0,0,0,0
FAM239A,ENSG00000234449,8,0,0,0,0,0,0,0,46,0,0
AC005534.2,ENSG00000234450,0,1,0,0,0,1,0,0,0,0,0
BX005266.3,ENSG00000234451,0,0,0,0,0,0,0,0,0,0,0
SLC16A12-AS1,ENSG00000234452,0,0,0,0,0,0,0,0,0,0,0
AC067960.1,ENSG00000234455,0,0,0,0,0,0,0,0,0,0,1
MAGI2-AS3,ENSG00000234456,0,11,1,0,0,381,0,1,224,19,286
AC006960.1,ENSG00000234457,0,0,0,0,0,0,0,0,0,0,0
OR7E130P,ENSG00000234458,0,0,0,0,0,0,169,0,0,0,0
AC002064.2,ENSG00000234459,0,0,1,0,0,0,0,0,13,13,0
AL772337.3,ENSG00000234460,0,0,0,0,0,0,3,0,0,0,0
COX6CP12,ENSG00000234463,0,0,0,0,0,0,0,0,0,0,0
AL356010.2,ENSG00000234464,0,0,0,0,0,0,0,0,0,0,0
PINLYP,ENSG00000234465,0,422,0,1,1,1150,2359,127,0,2156,501
AL590240.2,ENSG00000234466,0,0,0,0,0,0,0,0,0,0,0
SLC25A1P2,ENSG00000234467,0,0,0,0,0,0,0,0,0,0,0
CLDN34,ENSG00000234469,0,0,0,0,0,0,0,0,0,0,0
AC147651.3,ENSG00000234471,0,0,0,0,0,0,0,0,0,0,0
ZNF101P2,ENSG00000234473,0,0,0,0,0,0,0,0,0,2,0
MIR3663HG,ENSG00000234474,0,0,0,0,0,0,0,0,0,0,0
AC092811.1,ENSG00000234476,0,0,0,0,0,0,0,0,0,0,0
AC004231.1,ENSG00000234477,0,75,0,0,0,0,0,0,43,38,115
ACBD3-AS1,ENSG00000234478,93,0,20,236,0,0,119,0,0,398,57
AP1B1P1,ENSG00000234479,0,0,0,0,0,0,0,0,0,0,0
MTCO2P18,ENSG00000234480,0,0,0,0,0,0,0,0,0,0,0
AC117945.1,ENSG00000234481,0,0,0,0,0,0,0,0,0,0,0
AL032821.1,ENSG00000234484,0,0,0,0,0,0,0,0,0,1,0
OR7E46P,ENSG00000234485,0,0,0,0,0,0,0,0,0,6,0
AC096664.2,ENSG00000234488,0,0,0,0,0,0,0,0,0,0,1
ALDH7A1P4,ENSG00000234489,0,0,0,0,0,0,0,0,0,0,0
HNRNPA1P51,ENSG00000234491,0,0,0,0,0,1,0,0,0,0,0
RPL34-AS1,ENSG00000234492,0,0,0,50,0,0,0,0,678,0,0
RHOXF1P1,ENSG00000234493,0,0,0,0,0,0,0,0,0,0,0
SP2-AS1,ENSG00000234494,0,0,29,265,0,1027,92,0,0,0,117
MRPS21P1,ENSG00000234496,0,0,0,0,0,1,0,0,0,0,0
ERICH3-AS1,ENSG00000234497,0,0,0,0,0,0,0,0,0,0,0
RPL13AP20,ENSG00000234498,2,0,2,11,5,6,15,5,5,7,3
AC008267.3,ENSG00000234500,0,18,0,46,0,0,22,0,0,7,0
FYTTD1P1,ENSG00000234502,0,0,0,0,0,0,0,0,0,0,0
AP000550.2,ENSG00000234503,0,0,0,0,0,0,0,0,0,0,0
AL353801.2,ENSG00000234504,0,0,0,0,0,0,0,0,0,0,0
LINC01506,ENSG00000234506,0,115,0,0,1,1,0,103,0,0,0
AP000253.1,ENSG00000234509,0,0,0,0,0,0,0,0,0,0,0
C5orf58,ENSG00000234511,0,0,0,0,0,0,0,0,0,0,0
TLR12P,ENSG00000234512,0,0,0,0,0,0,0,0,0,0,0
AC073072.2,ENSG00000234513,0,1,1,2,2,1,1,0,0,0,3
PPP1R2P1,ENSG00000234515,0,0,0,0,0,2,0,0,0,1,0
PTGES3P1,ENSG00000234518,1,7,12,3,5,4,2,1,4,3,3
AL109924.3,ENSG00000234519,0,0,0,0,0,0,0,0,0,0,0
AC018464.1,ENSG00000234520,0,0,0,0,13,0,0,0,0,0,0
AC005041.2,ENSG00000234521,0,0,0,0,0,0,0,0,0,0,0
AC073587.1,ENSG00000234522,0,0,0,0,0,0,0,0,0,0,0
NDUFB1P2,ENSG00000234523,0,0,0,0,0,0,0,0,0,0,0
RPL12P43,ENSG00000234524,0,0,0,0,0,0,0,0,0,0,0
PCDH9-AS1,ENSG00000234527,0,0,0,0,0,0,0,0,0,0,0
GAPDHP19,ENSG00000234529,0,0,0,0,0,0,0,0,0,0,0
CSNK1G2P1,ENSG00000234534,0,0,0,0,0,0,0,0,0,0,0
AL161719.1,ENSG00000234535,0,0,0,0,0,0,0,0,0,0,0
AL354751.1,ENSG00000234537,0,0,0,0,0,0,0,0,0,0,0
ZNF114P1,ENSG00000234538,0,0,0,0,0,0,0,0,0,0,0
AL080313.1,ENSG00000234540,0,0,0,0,0,0,0,0,0,0,0
CHEK2P5,ENSG00000234541,0,0,0,0,0,0,0,0,0,0,3
AL357127.1,ENSG00000234542,0,0,0,0,0,0,0,0,0,0,0
PTGES3P5,ENSG00000234544,0,0,0,0,0,0,0,0,0,0,0
FAM133B,ENSG00000234545,178,144,82,30,96,77,212,112,232,209,78
LINC01759,ENSG00000234546,0,76,0,0,0,0,0,0,0,458,0
LINC02020,ENSG00000234548,0,0,0,0,0,0,0,0,0,0,0
LINC01309,ENSG00000234551,0,0,0,0,0,0,0,0,0,0,0
AC022431.1,ENSG00000234553,0,0,0,0,0,1,0,0,0,0,0
LINC00701,ENSG00000234556,0,0,0,0,0,0,0,0,0,0,0
PPIAP90,ENSG00000234557,0,0,0,0,0,0,0,0,0,0,1
API5P1,ENSG00000234558,3,2,1,2,0,0,2,0,0,0,0
RPL22P7,ENSG00000234559,0,0,0,0,0,0,0,0,0,0,0
OR10G8,ENSG00000234560,0,0,0,0,0,0,0,0,0,0,0
TPMTP2,ENSG00000234562,0,0,0,0,0,0,0,0,0,0,0
HSPA8P20,ENSG00000234564,1,0,0,0,0,0,0,0,0,0,0
COX6B1P1,ENSG00000234565,0,0,0,0,0,0,0,0,0,1,0
RPL7AP71,ENSG00000234566,0,0,0,0,0,0,0,0,0,0,0
AL024497.2,ENSG00000234567,0,0,0,0,0,0,0,0,0,0,0
BIN2P1,ENSG00000234568,0,0,0,0,0,0,0,0,0,0,0
RAD1P1,ENSG00000234569,0,0,0,0,0,0,0,0,0,3,1
ZFRP1,ENSG00000234570,1,0,0,0,0,0,0,0,0,0,0
AC239798.2,ENSG00000234571,0,0,0,0,0,0,0,0,0,0,0
LINC01800,ENSG00000234572,0,0,0,0,0,0,0,0,0,0,0
AL121890.1,ENSG00000234573,0,0,0,0,0,0,0,0,0,0,0
CTSLP8,ENSG00000234575,0,0,0,0,0,0,0,0,0,0,0
MTND1P26,ENSG00000234576,0,0,0,0,0,0,0,0,0,0,0
SYNE1-AS1,ENSG00000234577,0,0,0,0,0,0,0,0,0,0,0
AL355483.4,ENSG00000234578,0,0,0,0,0,0,0,0,0,0,0
AC009305.1,ENSG00000234579,0,0,0,0,0,0,0,0,0,0,0
AL356157.1,ENSG00000234580,0,0,0,0,0,0,0,0,0,0,0
TSPY19P,ENSG00000234583,0,0,0,0,0,0,0,0,0,0,0
AC019186.1,ENSG00000234584,0,0,0,0,0,0,0,0,0,0,0
CCT6P3,ENSG00000234585,205,15,10,3,0,79,13,2,76,19,145
AL161449.1,ENSG00000234586,0,0,0,0,0,0,0,0,0,0,0
MRPL50P1,ENSG00000234587,0,0,0,0,0,0,0,0,0,0,0
FABP5P14,ENSG00000234588,0,0,0,0,0,0,0,0,0,0,0
AC125807.1,ENSG00000234589,0,2,0,2,1,5,0,1,1,3,2
GNG5P5,ENSG00000234590,0,0,0,0,0,0,0,0,0,0,0
AL359845.1,ENSG00000234592,0,0,0,0,0,0,0,0,0,0,0
KAZN-AS1,ENSG00000234593,0,0,0,0,0,0,0,0,0,0,0
AC008134.1,ENSG00000234594,0,0,0,0,0,0,0,0,0,0,0
AC013733.2,ENSG00000234595,0,0,0,0,0,0,0,0,0,0,0
AC010096.1,ENSG00000234597,0,0,0,0,0,0,0,0,0,0,0
CHRM3-AS1,ENSG00000234601,0,0,0,0,0,0,0,0,0,0,0
MCIDAS,ENSG00000234602,0,0,0,0,0,0,0,0,0,0,0
AL021068.2,ENSG00000234604,0,19,0,0,0,0,0,0,0,0,0
AL355994.4,ENSG00000234607,0,0,0,0,0,0,0,0,0,0,0
MAPKAPK5-AS1,ENSG00000234608,2,1308,284,6,1026,0,992,2,2,0,145
OR2AT2P,ENSG00000234611,0,0,0,0,0,0,0,0,0,0,0
H2AFZP5,ENSG00000234612,0,0,0,0,0,0,0,0,0,0,0
AL031584.2,ENSG00000234613,0,0,0,0,0,0,0,0,0,0,0
AL450992.2,ENSG00000234614,0,0,0,0,238,0,213,0,171,0,0
JRK,ENSG00000234616,6,5,3,87,0,0,0,214,138,6,206
SNRK-AS1,ENSG00000234617,0,0,0,0,0,0,0,0,0,0,0
RPSAP9,ENSG00000234618,1,0,1,2,2,1,1,0,0,2,0
RPL7P11,ENSG00000234619,1,0,0,0,0,0,1,0,0,0,1
PUDPP1,ENSG00000234620,0,0,0,0,0,0,0,0,0,0,0
AL683807.2,ENSG00000234622,0,0,0,0,0,0,0,0,0,0,0
AC016894.1,ENSG00000234624,0,0,0,0,0,0,1,1,1,0,0
LINC00380,ENSG00000234625,0,0,0,0,0,0,0,0,0,0,0
AL021937.3,ENSG00000234626,0,0,0,0,0,0,0,0,0,0,0
NUS1P3,ENSG00000234627,0,0,0,0,0,0,0,0,0,0,0
WDR82P1,ENSG00000234629,0,0,0,0,0,0,0,0,0,0,0
AC245060.2,ENSG00000234630,0,1,0,273,0,0,0,148,0,286,0
NECAP1P2,ENSG00000234632,0,0,0,0,0,0,0,0,0,0,0
LINC02093,ENSG00000234634,0,0,9,0,0,0,20,0,0,0,0
MED14OS,ENSG00000234636,0,0,0,0,0,0,149,45,0,0,0
RPS19P6,ENSG00000234637,0,0,0,0,0,0,0,0,0,0,0
AC053503.4,ENSG00000234638,0,0,0,0,0,0,0,0,0,0,0
AC009263.1,ENSG00000234639,0,0,0,0,0,0,0,0,0,1,0
AL390763.1,ENSG00000234640,0,0,0,0,0,0,3,0,0,0,0
OTX2P1,ENSG00000234644,0,0,0,0,0,0,0,0,0,0,0
YWHAEP5,ENSG00000234645,0,0,0,1,6,0,0,1,0,1,0
AL049651.2,ENSG00000234646,0,0,0,0,0,0,0,0,0,0,0
AL606970.3,ENSG00000234647,0,0,0,0,0,0,0,0,0,0,2
AL162151.2,ENSG00000234648,1,3,0,0,1,2,3,1,1,0,1
PCCA-AS1,ENSG00000234650,0,0,6,29,109,0,0,0,0,25,20
AGPAT5P1,ENSG00000234652,0,0,0,0,0,0,0,0,0,0,0
AC079117.1,ENSG00000234653,0,0,0,0,0,0,0,0,0,0,0
OR7E155P,ENSG00000234655,0,0,0,0,0,0,0,0,0,0,0
AC013429.1,ENSG00000234658,0,0,0,0,0,0,0,0,0,0,0
LINC00440,ENSG00000234660,0,0,0,0,0,0,0,0,0,0,0
CHL1-AS1,ENSG00000234661,0,21,0,0,0,1,393,0,0,0,0
LINC01934,ENSG00000234663,0,0,1,0,0,0,0,0,0,0,0
HMGN2P5,ENSG00000234664,0,0,0,0,0,0,0,0,0,0,0
AL512625.3,ENSG00000234665,0,0,1,0,0,0,0,0,0,50,0
ACTBP13,ENSG00000234667,0,0,0,0,0,0,0,0,1,0,0
OR6C64P,ENSG00000234670,0,0,0,0,0,0,0,0,0,0,0
MTCYBP5,ENSG00000234671,0,0,0,0,0,0,0,0,0,0,0
AL445123.1,ENSG00000234675,0,0,0,0,0,0,0,0,0,0,0
IFT74-AS1,ENSG00000234676,0,0,0,0,0,0,0,0,0,0,0
AC068058.1,ENSG00000234677,0,0,0,0,0,0,0,0,0,0,0
ELF3-AS1,ENSG00000234678,0,0,0,0,0,0,50,0,0,26,0
VN2R3P,ENSG00000234680,0,0,0,0,0,0,0,0,0,0,0
VDAC2P4,ENSG00000234682,0,0,0,0,0,0,0,0,0,0,0
AL138799.3,ENSG00000234683,0,0,0,0,0,0,0,0,1,0,0
SDCBP2-AS1,ENSG00000234684,0,0,1,0,0,27,259,0,0,82,17
NUS1P2,ENSG00000234685,0,0,0,0,0,0,0,0,0,0,0
AC091730.1,ENSG00000234686,0,0,0,0,0,0,0,0,0,0,0
AL049749.1,ENSG00000234688,0,0,0,0,0,0,0,0,0,0,0
AC106869.1,ENSG00000234690,0,0,0,0,0,0,0,0,0,0,0
AL355601.1,ENSG00000234692,0,0,0,0,0,0,0,0,0,0,0
AL353653.1,ENSG00000234693,59,1,0,0,0,0,0,0,0,1,0
AL139289.2,ENSG00000234694,0,0,0,0,0,0,97,0,0,0,0
AC002076.1,ENSG00000234695,0,0,0,0,0,0,0,0,0,0,0
GPR50-AS1,ENSG00000234696,0,0,0,0,0,0,0,0,0,0,0
AL161937.1,ENSG00000234698,0,0,0,0,0,0,0,0,0,0,0
AL139339.1,ENSG00000234699,0,0,0,0,0,0,0,0,0,0,0
MTCO1P8,ENSG00000234700,0,0,0,0,0,0,0,0,0,0,0
PRDX3P3,ENSG00000234701,0,0,0,0,0,0,0,0,0,0,0
VDAC1P3,ENSG00000234702,0,0,1,1,0,0,0,0,0,0,0
AF015262.1,ENSG00000234703,0,0,0,0,0,0,0,0,0,0,0
HMGA1P4,ENSG00000234705,24,0,113,0,380,1,0,0,0,0,0
PRUNEP1,ENSG00000234706,0,0,0,0,0,0,0,0,0,0,0
AC074351.1,ENSG00000234707,0,0,0,0,0,0,0,0,0,168,0
UPF3AP3,ENSG00000234709,1,0,0,14,0,0,0,0,0,0,0
AC060834.2,ENSG00000234710,0,0,0,0,0,0,0,0,0,0,0
TUBB8P11,ENSG00000234711,0,0,0,0,0,0,1,0,0,1,0
AL713923.1,ENSG00000234712,0,0,0,0,0,0,0,0,0,0,0
AC022616.1,ENSG00000234713,0,0,0,0,0,0,0,0,0,0,0
AC009965.1,ENSG00000234714,0,0,0,0,0,0,0,0,0,0,0
AC005064.1,ENSG00000234715,0,0,0,0,0,0,2,0,0,0,0
AC092447.6,ENSG00000234716,0,0,0,0,0,0,0,0,0,0,0
TMEM212-AS1,ENSG00000234717,0,0,0,0,0,0,0,0,0,0,0
AC007161.1,ENSG00000234718,0,0,0,1,1,0,69,0,0,0,0
NPIPB2,ENSG00000234719,0,0,0,0,3,0,125,0,0,0,0
ATP5F1AP8,ENSG00000234720,0,0,0,0,0,0,0,0,0,0,0
LINC02092,ENSG00000234721,0,0,0,0,0,0,0,0,0,0,0
LINC01287,ENSG00000234722,0,0,0,0,0,0,0,0,0,0,0
AC092421.1,ENSG00000234723,0,0,0,0,0,0,0,0,0,0,0
HDAC1P1,ENSG00000234724,0,0,0,0,0,0,0,0,0,0,0
AC245060.3,ENSG00000234726,0,0,0,0,0,0,0,0,0,0,0
AP001117.1,ENSG00000234730,0,0,0,0,0,0,0,0,0,0,0
MTND4LP16,ENSG00000234731,0,0,0,0,0,0,0,0,0,0,0
RPEP5,ENSG00000234732,0,0,0,0,0,0,0,0,0,0,0
AL022237.1,ENSG00000234735,0,0,0,0,0,0,0,0,0,1,0
FAM170B-AS1,ENSG00000234736,0,0,0,0,0,0,0,0,0,0,0
KRT18P15,ENSG00000234737,0,0,0,0,0,0,0,0,0,0,0
AL162386.2,ENSG00000234740,0,0,0,3,6,0,0,0,0,0,0
GAS5,ENSG00000234741,1856,1494,1478,4292,2835,2957,3676,1093,3906,5877,3231
AC144530.1,ENSG00000234742,0,0,0,3,0,3,0,1,1,0,1
EIF5AP4,ENSG00000234743,0,0,1,0,0,23,0,0,0,0,0
USP9YP26,ENSG00000234744,0,0,0,0,0,0,0,0,0,0,0
HLA-B,ENSG00000234745,17849,14772,11731,28424,48873,48268,26135,11779,18054,36905,14483
AL109913.1,ENSG00000234748,0,0,0,0,0,0,0,0,0,0,0
FAM90A21P,ENSG00000234749,0,0,0,0,0,0,0,0,0,0,0
AC012618.2,ENSG00000234750,0,0,0,0,0,0,0,0,0,10,0
AP002381.1,ENSG00000234751,2,0,1,3,1,3,2,0,0,4,2
AC044784.2,ENSG00000234752,0,0,0,0,0,0,0,0,0,0,0
